ensembl,gene_name,naive,4h,12h,24h
ENSMUSG00000029182,Fam166c,0,0,0.053606753,0
ENSMUSG00000029184,Olfr109,0.402619005,0.536367936,0.221333573,0.300901756
ENSMUSG00000029185,Fam114a1,1.413431127,0.783000362,1.346047491,1.204845092
ENSMUSG00000029186,Pi4k2b,3.909422147,6.272315458,5.714729133,9.533265518
ENSMUSG00000029188,Slc34a2,0.029238869,0,0.003538091,0
ENSMUSG00000029189,Sel1l3,0.500309626,0.499565316,0.276963994,0.251663379
ENSMUSG00000029190,D5Ertd579e,17.84396457,28.13909858,21.98812833,20.24493759
ENSMUSG00000029191,Rfc1,23.76301451,21.40259377,32.9077601,63.09227953
ENSMUSG00000029192,Tbc1d14,16.07874586,15.6815076,12.08433697,11.16434366
ENSMUSG00000029193,Cckar,0.101483493,0.06500362,0.045142441,0.026055283
ENSMUSG00000029195,Klb,0.04668686,0.102905626,0.0675264,0.024457556
ENSMUSG00000029196,Tada2b,10.53998499,14.16068163,10.06140458,9.524575082
ENSMUSG00000029198,Grpel1,11.79930646,25.25780646,27.07752188,27.46535575
ENSMUSG00000029199,Lias,16.98814015,16.83033104,24.63016223,27.73083155
ENSMUSG00000029201,Ugdh,10.00341407,7.437657122,16.26182943,18.35712992
ENSMUSG00000029202,Pds5a,108.4352359,109.0351096,109.707324,140.0051338
ENSMUSG00000029203,Ube2k,30.49632622,37.07394586,35.32617185,32.01036368
ENSMUSG00000029204,Rhoh,113.3398181,59.46743049,55.3464789,53.67781121
ENSMUSG00000029205,Chrna9,1.484117442,0.426533671,0.462430118,0.417426899
ENSMUSG00000029206,Nsun7,0.660781598,0.550289305,0.360779972,0.311518013
ENSMUSG00000029207,Apbb2,1.328504108,1.58688915,1.24353063,1.508404754
ENSMUSG00000029208,Guf1,18.97265404,14.70060388,21.10850423,24.21613219
ENSMUSG00000029209,Gnpda2,15.12784525,12.30457561,16.39953252,13.77673271
ENSMUSG00000029211,Gabra4,0.003828736,0,0,0
ENSMUSG00000029212,Gabrb1,0.099905185,0.165979124,0.05276798,0.048667176
ENSMUSG00000029213,Commd8,89.94492772,53.74973078,73.16234934,78.71763086
ENSMUSG00000029217,Tec,14.42018582,8.634885636,10.4902543,8.303993179
ENSMUSG00000029219,Slc10a4,0,0.046401781,0.010295396,0
ENSMUSG00000029221,Slc30a9,39.05012554,64.46777632,43.64056635,44.32710443
ENSMUSG00000029223,Uchl1,0.249396971,2.38100284,6.483534279,3.82897488
ENSMUSG00000029227,Fip1l1,56.99455519,77.41983831,73.34940408,87.49009174
ENSMUSG00000029228,Lnx1,0.25751516,0.352288787,0.17727646,0.153710968
ENSMUSG00000029229,Chic2,28.48460665,35.87379992,38.22733937,33.08154185
ENSMUSG00000029231,Pdgfra,0.064011017,0.080420916,0.042466948,0.036811812
ENSMUSG00000029233,Srd5a3,21.43398381,17.49940803,19.83236347,18.70603047
ENSMUSG00000029234,Tmem165,30.93815085,64.703587,51.29499332,56.07289328
ENSMUSG00000029235,Pdcl2,0,0,0,0.016850702
ENSMUSG00000029236,Nmu,0,0,0,0
ENSMUSG00000029238,Clock,10.68189295,12.21838826,8.941941356,9.153993297
ENSMUSG00000029245,Epha5,1.56041051,1.469705452,0.967057317,1.003920831
ENSMUSG00000029246,Ppat,15.70236228,52.91514368,49.82799335,67.56464544
ENSMUSG00000029247,Paics,67.59271019,105.7047539,158.1286979,246.7619343
ENSMUSG00000029248,Thegl,0,0.021915172,0.017209372,0
ENSMUSG00000029249,Rest,15.95482807,24.35854149,18.30483096,18.44005838
ENSMUSG00000029250,Polr2b,36.51129571,64.22729244,61.34920434,76.36607443
ENSMUSG00000029253,Cenpc1,16.35209941,30.52796611,24.93032169,27.51836903
ENSMUSG00000029254,Stap1,33.96079394,90.70564755,91.98572823,99.25468003
ENSMUSG00000029255,Gnrhr,0.06730485,0.065673153,0.020715027,0.050258732
ENSMUSG00000029260,Ugt2b34,0,0.019027271,0,0
ENSMUSG00000029263,Pigg,2.401865834,2.140933073,2.982037639,4.343667818
ENSMUSG00000029265,Dr1,27.34191654,37.32043146,35.29407557,41.75764789
ENSMUSG00000029267,Mtf2,40.82299315,63.91976192,66.16181215,76.76764462
ENSMUSG00000029268,Ugt2a2,0,0,0,0
ENSMUSG00000029269,Sult1b1,0,0,0,0
ENSMUSG00000029270,Dipk1a,23.19814971,19.31637317,20.11723555,18.80308247
ENSMUSG00000029272,Sult1e1,0,0,0,0
ENSMUSG00000029273,Sult1d1,0,0,0,0
ENSMUSG00000029275,Gfi1,10.53057634,76.57716683,24.84954471,22.87588357
ENSMUSG00000029276,Glmn,6.543201984,13.57148878,14.22168078,16.27233519
ENSMUSG00000029279,Brdt,0.463547701,0.146932921,0.338899412,0.413396482
ENSMUSG00000029280,Smr3a,0,0,0,0
ENSMUSG00000029281,Smr2,0,0,0,0
ENSMUSG00000029282,Amtn,0,0,0,0
ENSMUSG00000029283,Cdc7,10.57613038,9.988380472,11.82623324,28.03598039
ENSMUSG00000029286,Enam,0.003767898,0,0.003120042,0.116251022
ENSMUSG00000029287,Tgfbr3,16.1411064,2.622610541,4.648354949,6.579987886
ENSMUSG00000029288,Ambn,0,0,0,0
ENSMUSG00000029290,Zfp326,18.52886167,18.20131949,13.71866683,14.81706344
ENSMUSG00000029291,Rufy3,4.059759539,10.76594067,7.189693132,6.773010435
ENSMUSG00000029298,Gbp9,80.06523267,53.61179989,65.10971227,69.96814954
ENSMUSG00000029299,Abcg3,16.45227177,2.362754988,6.044650957,7.982392037
ENSMUSG00000029304,Spp1,0.011409828,0.050836423,0.148750988,0.358137394
ENSMUSG00000029306,Ibsp,0,0.010817675,0.006596048,0
ENSMUSG00000029307,Dmp1,0.21313135,0.265423509,0.195024836,0.122732094
ENSMUSG00000029309,Sparcl1,0.100013568,0.039881384,0.016141266,0
ENSMUSG00000029310,Nudt9,28.37340543,51.09096315,56.15235349,59.64277921
ENSMUSG00000029311,Hsd17b11,7.178248325,4.730199208,4.987920634,3.809942922
ENSMUSG00000029312,Klhl8,2.793432171,3.034466935,3.848454909,3.538076942
ENSMUSG00000029313,Aff1,24.89104127,20.74458627,14.38961401,13.89782039
ENSMUSG00000029314,Gpat3,0.405714086,0.280361143,0.318066032,0.701302397
ENSMUSG00000029319,Coq2,24.38212171,37.49068008,28.1380082,32.54041697
ENSMUSG00000029320,1700016H13Rik,0.018890609,0,0,0.049991597
ENSMUSG00000029321,Slc10a6,0.014955931,0,0,0
ENSMUSG00000029322,Plac8,96.082009,27.54501225,33.82522104,45.90549486
ENSMUSG00000029326,Enoph1,14.64695441,19.61180941,20.38807965,24.95579476
ENSMUSG00000029328,Hnrnpdl,126.0022873,170.0502994,164.9919455,183.3130066
ENSMUSG00000029330,Cds1,0.083555193,0.003706899,0,0
ENSMUSG00000029334,Prkg2,0.161006331,0.201659597,0.110669069,0.119892782
ENSMUSG00000029335,Bmp3,0.216077023,0.199951121,0.137759214,0.170561517
ENSMUSG00000029337,Fgf5,0.044568281,0.125359454,0.079250301,0.121527934
ENSMUSG00000029338,Antxr2,11.98214157,6.799891602,9.25371147,11.37731811
ENSMUSG00000029343,Crybb1,0.023388664,0,0,0
ENSMUSG00000029344,Tpst2,109.5239058,76.43548266,89.77068391,67.43955294
ENSMUSG00000029345,Tfip11,15.42138228,32.90552898,19.76316449,17.89798741
ENSMUSG00000029346,Srrd,11.57742412,19.38929996,16.45682132,19.74458198
ENSMUSG00000029348,Asphd2,0.088151665,0.078391783,0.03224806,0.098070764
ENSMUSG00000029352,Crybb3,1.854730884,1.034069074,0.73659696,0.604906215
ENSMUSG00000029359,Tesc,12.69527157,4.08514706,3.499956313,9.525512953
ENSMUSG00000029361,Nos1,0.130403979,0.062064097,0.056431518,0.049958484
ENSMUSG00000029363,Rfc5,17.33579467,11.99435552,20.80413359,68.14142621
ENSMUSG00000029364,Wsb2,18.44001031,26.67589862,16.39335585,21.07928322
ENSMUSG00000029366,Dck,13.78324876,10.84412139,14.30364268,33.36731022
ENSMUSG00000029368,Alb,0.01569214,0.033053302,0,0
ENSMUSG00000029369,Afm,0.007502417,0,0.006703736,0
ENSMUSG00000029370,Rassf6,0.024069925,0.0540001,0.018589553,0
ENSMUSG00000029371,Cxcl5,0.541776278,0.45670104,0.201576353,0.211467675
ENSMUSG00000029372,Ppbp,0.920938116,0.147565796,0.252141669,0.030711955
ENSMUSG00000029373,Pf4,0.564166238,0.30217002,0.252609731,0.140387383
ENSMUSG00000029375,Cxcl15,0.242908121,0.397374811,0.162239653,0.165046464
ENSMUSG00000029376,Mthfd2l,6.570608116,4.856147159,4.672607656,4.300540089
ENSMUSG00000029377,Ereg,0.045943885,0.062869153,0.042674629,0.040232265
ENSMUSG00000029378,Areg,0,0.312188133,0.02611097,0.053007698
ENSMUSG00000029379,Cxcl3,0.078348783,0.334463908,0.069615659,0.097327264
ENSMUSG00000029380,Cxcl1,0.175806444,0.209972553,0.095902994,0.140054773
ENSMUSG00000029381,Shroom3,0.945181964,1.116841312,0.672368622,0.575811867
ENSMUSG00000029384,2010109A12Rik,2.277093433,3.943863212,1.994289029,2.628469207
ENSMUSG00000029385,Ccng2,30.15745597,27.14876556,26.76255373,25.48004044
ENSMUSG00000029386,Tctn2,0.826139204,0.806766212,0.452890609,0.65352755
ENSMUSG00000029387,Gtf2h3,26.06600207,35.61591858,44.73087161,49.75733994
ENSMUSG00000029388,Eif2b1,23.89727917,41.32207269,44.87819453,59.22258694
ENSMUSG00000029389,Ddx55,16.67186965,19.085364,16.44981202,15.40636585
ENSMUSG00000029390,Tmed2,171.6572908,340.3832227,319.5606469,336.6214841
ENSMUSG00000029392,Rilpl1,0.994671078,1.259211423,1.020116846,1.176561654
ENSMUSG00000029394,Cdk2ap1,42.46451929,94.91419501,150.6787748,241.7245416
ENSMUSG00000029397,Rchy1,32.47993062,35.65450417,35.29673343,34.14885185
ENSMUSG00000029401,Rilpl2,14.68597535,38.92688554,71.58158622,104.9369315
ENSMUSG00000029402,Snrnp35,3.366412808,8.022374224,6.161841634,7.029044464
ENSMUSG00000029403,Cdkl2,0.455425232,0.414555214,0.780127713,0.675474281
ENSMUSG00000029404,Arl6ip4,34.29439756,38.76355829,47.15648786,55.28444358
ENSMUSG00000029405,G3bp2,74.02128615,81.46471528,73.54461806,83.88366491
ENSMUSG00000029406,Pitpnm2,21.71771468,44.19504715,18.32423857,21.16037284
ENSMUSG00000029407,Uso1,14.12651187,16.82866214,12.63748213,11.38918501
ENSMUSG00000029408,Abcb9,16.18061644,5.16995587,3.224951925,6.461696435
ENSMUSG00000029410,Ppef2,2.016943003,2.273369064,1.199563281,1.426643867
ENSMUSG00000029413,Naaa,4.731612571,1.153273207,2.196971569,4.968208032
ENSMUSG00000029414,Kntc1,0.846314598,0.727511322,1.678861813,31.25619347
ENSMUSG00000029415,Sdad1,33.96662035,110.7176421,61.25495199,58.26102462
ENSMUSG00000029416,Slc15a4,18.65455568,16.32099372,10.64130977,14.45205411
ENSMUSG00000029417,Cxcl9,0.492523109,0.569575059,0.314098345,0.22038386
ENSMUSG00000029419,Ajm1,0.290329593,1.439831257,0.378284814,0.586088297
ENSMUSG00000029420,Rimbp2,1.709864547,1.643603226,0.86788755,0.926980051
ENSMUSG00000029422,Rsrc2,117.2489512,138.9027361,108.2376366,113.7092603
ENSMUSG00000029423,Piwil1,0.084109135,0.04855656,0.030333454,0.015823697
ENSMUSG00000029426,Scarb2,20.27189585,14.19054629,22.71281874,21.88854682
ENSMUSG00000029427,Zcchc8,45.46417954,41.84564113,40.09478685,51.31221116
ENSMUSG00000029428,Stx2,30.21036264,12.42162712,17.72820155,12.13389066
ENSMUSG00000029430,Ran,89.08588281,294.1026976,345.5919207,417.095745
ENSMUSG00000029431,B3gnt4,0.549679049,0.855762045,0.370694904,0.347605709
ENSMUSG00000029432,Nipsnap2,23.45450124,15.65427101,12.69989287,13.4451441
ENSMUSG00000029433,Diablo,34.51735813,67.62295116,56.35387695,55.06775741
ENSMUSG00000029434,Vps33a,22.47488563,23.34319294,22.41706844,22.08034943
ENSMUSG00000029436,Mmp17,0.647240168,0.860104913,0.507683353,0.824638517
ENSMUSG00000029437,Il31,0,0,0,0.037547308
ENSMUSG00000029438,Bcl7a,8.131206563,4.22642376,5.551173173,8.294084649
ENSMUSG00000029439,Sfswap,42.69071057,61.91706544,37.44657264,36.11429292
ENSMUSG00000029440,Psmd9,12.82309233,18.60709028,17.91253604,21.74179662
ENSMUSG00000029442,Wdr66,3.948967333,4.388151395,2.616344541,2.656491698
ENSMUSG00000029445,Hpd,0.102287897,0.01676307,0.045576167,0
ENSMUSG00000029446,Psph,12.6521353,35.02728856,26.90718496,30.29915628
ENSMUSG00000029447,Cct6a,172.1920644,483.8052391,578.3778828,585.6288703
ENSMUSG00000029449,Rhof,49.5253107,119.0022216,56.14372016,39.12704773
ENSMUSG00000029451,Gm13103,0,0,0,0
ENSMUSG00000029452,Tmem116,2.048823618,3.132286205,2.499974861,2.378290257
ENSMUSG00000029454,Mapkapk5,60.92774945,85.04896607,69.92881499,60.47248069
ENSMUSG00000029455,Aldh2,5.174751374,1.910436117,4.432462663,10.52482689
ENSMUSG00000029456,Acad10,6.276750058,4.144760115,3.631779713,4.219958208
ENSMUSG00000029458,Brap,40.82307038,43.26996926,40.59736036,37.94960556
ENSMUSG00000029461,Fam168a,16.44922,8.308993715,13.27993007,12.36969556
ENSMUSG00000029462,Vps29,27.12687035,46.45670942,62.4524377,60.86725894
ENSMUSG00000029463,Fam216a,5.999309246,6.476192519,11.82605849,15.28295719
ENSMUSG00000029464,Gpn3,30.23795254,29.06078248,41.31994344,38.3219869
ENSMUSG00000029465,Arpc3,200.2784443,263.847862,335.8454772,343.698131
ENSMUSG00000029466,Anapc7,16.05458191,20.30450054,19.67071647,19.55432935
ENSMUSG00000029467,Atp2a2,27.07826993,82.56775869,60.8665064,84.33517241
ENSMUSG00000029468,P2rx7,2.961325235,1.49733848,0.96763433,1.309581219
ENSMUSG00000029469,Ift81,1.313472832,0.380871615,0.372005488,0.851079577
ENSMUSG00000029470,P2rx4,22.537293,33.44861308,18.10735464,18.043457
ENSMUSG00000029471,Camkk2,14.02728888,27.81075009,11.26351302,14.17391278
ENSMUSG00000029472,Anapc5,145.487717,121.3983372,145.3514865,202.5702274
ENSMUSG00000029474,Rnf34,14.95781237,17.99827825,21.10288199,16.89621523
ENSMUSG00000029475,Kdm2b,28.73154915,79.89370848,32.40815829,48.61445286
ENSMUSG00000029477,Morn3,2.703684324,7.919565926,1.632996404,0.758903954
ENSMUSG00000029478,Ncor2,16.36200535,31.04155443,13.48862974,11.13043133
ENSMUSG00000029480,Dhx37,16.06035723,38.10553839,19.99865403,23.56532678
ENSMUSG00000029482,Aacs,17.85510688,51.29477931,28.63489512,27.45044037
ENSMUSG00000029484,Anxa3,0.380504768,0.479567265,0.539526921,0.678748682
ENSMUSG00000029486,Mrpl1,9.763004676,15.79145715,19.47307422,23.64992412
ENSMUSG00000029490,Mfsd7a,0.012541509,0.003144209,0,0.018112258
ENSMUSG00000029491,Pde6b,1.721442893,2.776227122,1.783299055,1.518860426
ENSMUSG00000029499,Pxmp2,0.636782475,1.21397412,2.543472212,9.419374066
ENSMUSG00000029500,Pgam5,34.0661285,54.62742199,39.12443538,44.38652161
ENSMUSG00000029501,Ankle2,30.90597029,29.34967443,35.78169203,34.61824631
ENSMUSG00000029502,Golga3,17.38128685,23.27183294,19.50679888,17.47859963
ENSMUSG00000029503,P2rx2,0.009856014,0.077502858,0.179650318,0.434157872
ENSMUSG00000029504,Ddx51,18.22432101,33.27530705,16.63433625,18.23745834
ENSMUSG00000029505,Ep400,63.23292273,75.87311939,48.07076819,47.45802508
ENSMUSG00000029507,Pus1,24.11944274,46.1309872,47.3891564,52.42159479
ENSMUSG00000029510,Gpc2,1.011801177,0.260559588,0.330547831,0.600706696
ENSMUSG00000029512,Ulk1,11.5080891,22.66861027,13.76888337,12.29470965
ENSMUSG00000029513,Prkab1,38.5111386,36.14295431,29.34691625,29.5558705
ENSMUSG00000029516,Cit,1.038466342,1.004303516,1.648600868,21.19944331
ENSMUSG00000029517,Ankrd7,0.15589085,0.072168251,0.055308219,0.043333963
ENSMUSG00000029518,Rab35,32.17634617,40.86597115,45.64809662,43.89205973
ENSMUSG00000029521,Chek2,10.96217019,14.56644073,12.19159166,15.21295216
ENSMUSG00000029522,Pla2g1b,0.127964929,0.331614881,0,0.249111651
ENSMUSG00000029524,Sirt4,7.791489308,6.039527262,8.117261401,7.904030051
ENSMUSG00000029526,1700123K08Rik,0.033273187,0.156441223,0.06516465,0.044039746
ENSMUSG00000029528,Pxn,27.85978646,34.03249721,23.57090359,24.31079177
ENSMUSG00000029530,Ccr9,76.77842389,25.44738845,39.7890883,21.34427662
ENSMUSG00000029534,St7,7.047854135,10.5624281,8.938375739,10.89221385
ENSMUSG00000029535,Triap1,11.62837644,12.80290292,15.99438049,15.96270152
ENSMUSG00000029536,Gatc,9.13625885,15.26591651,12.28740145,13.37218038
ENSMUSG00000029538,Srsf9,27.3220837,50.87212135,52.78719581,62.93272584
ENSMUSG00000029541,Cyp2w1,0.058524059,0.631814742,0.123379946,0.211950185
ENSMUSG00000029544,Cabp1,0.504760155,0.540653946,0.332693147,0.288730148
ENSMUSG00000029545,Acads,13.5107928,8.512631623,19.34656255,19.83675422
ENSMUSG00000029546,Uncx,0.196024598,0.162755553,0.135120156,0.16211437
ENSMUSG00000029547,Ints1,48.42398947,51.41454042,48.33545162,45.83507513
ENSMUSG00000029550,Sppl3,24.07740542,28.74564176,26.80249656,21.82045703
ENSMUSG00000029551,Psmg3,10.37287029,24.44753379,34.8816299,39.14005389
ENSMUSG00000029552,Tes,63.50655005,73.33351386,64.78477896,67.21460166
ENSMUSG00000029553,Tfec,0.069236248,0.028445739,0.029792238,0.009374513
ENSMUSG00000029554,Mad1l1,15.77574231,10.04924056,15.71436054,20.45652151
ENSMUSG00000029556,Hnf1a,0.250982734,0.344312773,0.137836168,0.157965267
ENSMUSG00000029557,Mrm2,4.045798204,2.954743131,6.743926538,7.793208085
ENSMUSG00000029559,2210016L21Rik,25.49065429,26.75271161,27.34475276,25.53502909
ENSMUSG00000029560,Snx8,2.064111806,2.099800206,2.171724036,4.481022159
ENSMUSG00000029561,Oasl2,7.443387585,3.226410839,1.87863906,1.699619363
ENSMUSG00000029563,Foxp2,4.337747526,7.806461395,2.696063755,2.075180921
ENSMUSG00000029564,4930519G04Rik,0.446634494,0.372286228,0.254488248,0.317416336
ENSMUSG00000029569,Tmem168,21.70160638,28.52503819,24.10758054,23.94138672
ENSMUSG00000029570,Lfng,222.3670708,149.6957351,218.2723785,153.7880016
ENSMUSG00000029571,Tmem106b,33.0846966,21.63413796,33.73683646,26.57994179
ENSMUSG00000029575,Mmab,5.863370234,8.031461309,10.71020557,10.31186916
ENSMUSG00000029576,Radil,0.004740374,0.155762063,0.007783634,0.02619689
ENSMUSG00000029577,Ube3b,22.91341728,26.75464269,23.95027835,21.51313998
ENSMUSG00000029578,Wipi2,23.88921257,34.52164404,35.81727824,32.3663125
ENSMUSG00000029580,Actb,6098.778597,4555.841723,5628.492703,6544.807222
ENSMUSG00000029581,Fscn1,0.809720126,0.82102922,1.161761236,0.912299636
ENSMUSG00000029586,Spdye4b,0.007626688,0.014039985,0.047543488,0.02146548
ENSMUSG00000029587,Zfp12,17.12456672,11.64749035,16.50525225,13.1565159
ENSMUSG00000029591,Ung,9.469091398,22.27594812,26.46165899,49.3338188
ENSMUSG00000029592,Usp30,11.30968518,8.959297695,11.25396232,10.66098917
ENSMUSG00000029594,Rbm19,29.55442147,71.80873242,45.16004042,39.76014521
ENSMUSG00000029595,Lhx5,0.083674219,0.131001403,0.073374016,0.122687364
ENSMUSG00000029596,Sdsl,0.058865361,0,0,0
ENSMUSG00000029597,Sds,0.630666071,1.004396458,0.172687286,0.49566411
ENSMUSG00000029598,Plbd2,6.675737841,14.21438344,9.217736507,9.407438561
ENSMUSG00000029599,Ddx54,40.64912652,60.02073292,46.82031298,41.31490452
ENSMUSG00000029600,Rita1,2.391711302,1.911835108,4.57674795,4.135196198
ENSMUSG00000029601,Iqcd,1.50840732,0.259635455,0.781074231,0.789635836
ENSMUSG00000029602,Rasal1,10.73913942,5.454531668,7.323024209,6.157386373
ENSMUSG00000029603,Dtx1,122.919431,4.912167086,6.736771632,6.703348566
ENSMUSG00000029605,Oas1b,27.70915141,12.30049354,11.74723728,13.64484798
ENSMUSG00000029607,Ankrd61,2.304215992,2.376105924,0.886255915,0.886646224
ENSMUSG00000029608,Rph3a,0.162979005,0.185678307,0.094206211,0.11386017
ENSMUSG00000029610,Aimp2,17.10656456,64.23647408,52.43863581,54.96705588
ENSMUSG00000029613,Eif2ak1,17.38435657,24.59342083,24.66553789,22.2945772
ENSMUSG00000029614,Rpl6,1361.169176,1469.472472,1750.057813,1661.97013
ENSMUSG00000029616,Erp29,57.17244217,78.89375193,104.4449083,113.1226726
ENSMUSG00000029617,Ccz1,35.13405301,46.645095,50.70085273,54.15937098
ENSMUSG00000029618,Ocm,0,0,0.027144156,0
ENSMUSG00000029620,1700018F24Rik,0,0,0,0
ENSMUSG00000029621,Arpc1a,29.11101176,37.33054182,35.19904308,40.57383301
ENSMUSG00000029622,Arpc1b,355.7501756,319.8278221,399.3817796,385.4457154
ENSMUSG00000029623,Pdap1,37.77128595,79.66802961,86.99045276,97.44631244
ENSMUSG00000029624,Ptcd1,12.367728,11.42508876,13.72883017,11.76357461
ENSMUSG00000029625,Cpsf4,23.49056803,37.37914203,32.2595155,43.15972169
ENSMUSG00000029627,Zkscan14,13.90146083,8.660935257,10.87544072,8.467964527
ENSMUSG00000029629,Phf14,40.78847517,25.39448742,31.82454412,33.11571015
ENSMUSG00000029630,Cyp3a25,0,0,0,0
ENSMUSG00000029632,Ndufa4,124.8508994,173.2005732,337.292008,342.2239312
ENSMUSG00000029633,Gm5578,0.093265926,0.14408104,0.0848225,0.132048359
ENSMUSG00000029634,Rnf6,19.43939491,24.178138,22.95604844,17.44727739
ENSMUSG00000029635,Cdk8,17.87454333,32.76129217,29.92472594,34.99846362
ENSMUSG00000029636,Wasf3,0.147627378,0.077095122,0.084350891,0.053241241
ENSMUSG00000029638,Glcci1,22.79210912,18.52602939,17.92032156,13.95958739
ENSMUSG00000029640,Usp12,17.91196092,22.974012,16.73772095,19.72793918
ENSMUSG00000029641,Rasl11a,0.048726664,0.167950061,0.120499966,0.162768915
ENSMUSG00000029642,Polr1d,67.93730212,148.3839815,146.7950301,158.7094871
ENSMUSG00000029644,Pdx1,0,0,0,0
ENSMUSG00000029646,Cdx2,0,0,0,0.006527477
ENSMUSG00000029647,Pan3,116.673663,96.50917029,75.77891867,74.61776082
ENSMUSG00000029648,Flt1,0.683162687,0.677968346,0.353632259,0.380664528
ENSMUSG00000029649,Pomp,67.08463788,180.7597079,218.1640771,212.6120753
ENSMUSG00000029650,Slc46a3,8.485990096,6.909598207,2.59502937,4.052047574
ENSMUSG00000029651,Mtus2,1.194105271,1.15084062,1.699014969,1.425253067
ENSMUSG00000029655,N4bp2l2,59.28721771,71.12396931,54.41697076,52.02740728
ENSMUSG00000029656,C8b,0,0,0.012085496,0
ENSMUSG00000029657,Hsph1,107.373087,170.5991011,99.73403652,68.68703571
ENSMUSG00000029658,Wdr95,0.563978475,0.448511518,0.344718622,0.226400361
ENSMUSG00000029659,Medag,1.316052025,1.213070554,0.875494162,0.676332649
ENSMUSG00000029660,Tex26,0,0,0,0
ENSMUSG00000029661,Col1a2,0.3288604,0.104899146,0.034352604,0.071572658
ENSMUSG00000029663,Gngt1,2.698199954,3.085656256,1.473981471,1.46633955
ENSMUSG00000029664,Tfpi2,0.010138251,0.046009487,0,0
ENSMUSG00000029669,Tspan12,0,0,0,0
ENSMUSG00000029670,Ing3,33.80316248,37.36586501,27.1196165,29.2705813
ENSMUSG00000029671,Wnt16,0.716359172,0.548791066,0.220795826,0.277825108
ENSMUSG00000029672,Fam3c,46.91868241,36.45282394,39.36604926,55.23355444
ENSMUSG00000029673,Auts2,6.837687371,4.503616835,2.279091145,2.361867743
ENSMUSG00000029674,Limk1,18.06248817,11.65239435,18.85314487,17.34280574
ENSMUSG00000029675,Eln,0.379197093,0.474664488,0.20291223,0.207302807
ENSMUSG00000029676,Pot1a,24.20285993,23.89302698,22.61733234,29.89232268
ENSMUSG00000029678,Hyal5,0,0,0,0
ENSMUSG00000029679,Hyal6,0,0,0.003788476,0
ENSMUSG00000029680,Hyal4,0,0,0,0
ENSMUSG00000029681,Bcl7b,36.43128643,41.49028602,31.21376565,30.57330429
ENSMUSG00000029682,Spam1,0,0,0,0
ENSMUSG00000029683,Lmod2,0.047765535,0.121251564,0,0.062002359
ENSMUSG00000029684,Wasl,9.098269229,12.62897396,7.727077227,6.791936081
ENSMUSG00000029685,Asb15,0.035643533,0.042110084,0.034531638,0.094978371
ENSMUSG00000029686,Cul1,46.43431487,65.01927214,65.92409776,80.14867515
ENSMUSG00000029687,Ezh2,24.01347782,26.53504573,27.17223129,77.42855749
ENSMUSG00000029695,Aass,0,0.007950981,0.004063114,0.008041807
ENSMUSG00000029697,Fezf1,0,0,0,0
ENSMUSG00000029699,Ssc4d,0.940521936,1.173278726,3.902622829,2.927874023
ENSMUSG00000029700,Slc13a1,0.38208658,0.364105335,0.310884327,0.268381712
ENSMUSG00000029701,Rbm28,33.58990237,61.91006855,57.39155518,60.01841363
ENSMUSG00000029703,Lrwd1,30.53956924,32.36898169,38.59222145,44.87550065
ENSMUSG00000029705,Cux1,31.54908023,28.24853207,29.66465703,31.97466596
ENSMUSG00000029706,Pax4,0,0,0,0
ENSMUSG00000029707,Fscn3,0.107095015,0.242934405,0.054899802,0.151461654
ENSMUSG00000029708,Gcc1,10.95147984,12.86249492,11.44920175,9.673603905
ENSMUSG00000029710,Ephb4,0.011580725,0.065009498,0.044964116,0.045822765
ENSMUSG00000029711,Epo,0,0,0.024364697,0
ENSMUSG00000029712,Actl6b,0.577655427,1.160766396,0.351306874,0.333862103
ENSMUSG00000029713,Gnb2,162.3234153,90.48255046,163.5640697,179.2534372
ENSMUSG00000029714,Gigyf1,37.33812567,31.26308587,26.66112724,21.69203434
ENSMUSG00000029715,Pop7,14.19298128,33.01738079,34.59546499,34.43382201
ENSMUSG00000029716,Tfr2,1.308741033,1.584215131,0.194697606,0.589015903
ENSMUSG00000029718,Pcolce,4.983295308,4.509886187,4.831161743,6.354362195
ENSMUSG00000029720,Gm20605,16.48675301,6.26664271,6.110695351,5.739825328
ENSMUSG00000029722,Agfg2,11.41446127,2.848653866,9.417255185,12.50388263
ENSMUSG00000029723,Tsc22d4,84.46487254,52.15450922,72.47827623,75.33602069
ENSMUSG00000029725,Ppp1r35,21.00349981,23.41831526,25.03717263,19.74979327
ENSMUSG00000029726,Mepce,33.21249452,40.44662973,34.46247502,30.96358199
ENSMUSG00000029727,Cyp3a13,0.016298326,0.005007433,0.017881623,0.006659861
ENSMUSG00000029729,Zkscan1,12.59596955,16.52821076,14.51028547,14.67928509
ENSMUSG00000029730,Mcm7,55.62887915,65.30196384,107.8390337,304.7266757
ENSMUSG00000029735,Tpk1,6.557016959,9.493439407,6.630666458,6.839117798
ENSMUSG00000029736,Nobox,0,0,0.050435853,0
ENSMUSG00000029752,Asns,0.360340588,17.40070826,8.924400688,8.052093407
ENSMUSG00000029754,Dlx6,0.681376273,0.679680856,0.435835798,0.431823596
ENSMUSG00000029755,Dlx5,0,0,0,0
ENSMUSG00000029757,Dync1i1,0,0.02304494,0,0.005870864
ENSMUSG00000029759,Pon3,0.491427966,0.430967707,0.451576715,0.536219985
ENSMUSG00000029761,Cald1,1.030181244,0.618208281,0.454844513,0.415067028
